idx,question,answer,correctness,explanation
251,"What is Opry Mills in Nashville, Tennessee?",super-regional shopping mall,1,"Opry Mills in Nashville, Tennessee, is indeed a superregional shopping mall, making the answer correct."
255,James Fieser received his B.A. from what liberal arts work college that was founded in 1855?,Berea College,1,"James Fieser received his BA from Berea College, a liberal arts work college founded in 1855."
258,Who is known for producing the documentary television series based on the book by science historian James Burke?,James Burke,1,James Burke is known for producing documentary television series based on his own books as a science historian.
243,Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of who?,Thomas Mawson,1,"Thomas Mawson was a renowned landscape architect known for designing parks and gardens, including Salisbury Woodland Gardens, linking the zoo with the park under his supervision."
249,"Yoann Lemoine, a French video director, has created music videos for Lana Del Rey, Katy Perry, and an orchestral country pop ballad by which top pop artist?",Taylor Swift,1,"Yoann Lemoine, also known as Woodkid, is a French video director who has created music videos for Lana Del Rey and Katy Perry, and he has also worked with Taylor Swift, a top pop artist known for orchestral country pop ballads."
262,What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,1,"Sean Connor played for Distillery in the NIFL Premier Intermediate League, so the answer is correct."
256,What year did Roy Rogers and his third wife star in a film directed by Frank McDonald?,1945,1,"Roy Rogers and his third wife, Dale Evans, starred in the 1945 film 'Bells of Rosarita' directed by Frank McDonald."
253,"Which director had the longest career, Alain Resnais or Scott Sidney?",Scott Sidney,1,"Scott Sidney's directing career spanned from 1913 to 1928, approximately 15 years, while Alain Resnais's career spanned from the late 1940s to 2014, about 65 years. Therefore, Alain Resnais had the longer career, so the answer 'Scott Sidney' is incorrect."
254,"in 1999, Spirit Halloween LLC was purchased by a mall retailer that has how many stores in the United States and Canada ?",over 600 stores,1,"Spirit Halloween LLC was acquired by Spencer Gifts, a mall retailer that operates over 600 stores in the United States and Canada, making the answer correct."
260,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,1,"The author of 'Armageddon in Retrospect' is Kurt Vonnegut, who is best known for his 1969 satire novel 'Slaughterhouse-Five.' Therefore, the answer is correct."
261,Patrick Kennedy is known for his collections of Irish  folktales from a province situated in which part of Ireland ?,the east of Ireland,0,"Patrick Kennedy is known for collecting Irish folktales primarily from the province of Leinster, which is located in the eastern part of Ireland. However, the answer 'east of ireland' is vague and geographically incorrect as it suggests a location outside Ireland rather than a province within it. Therefore, the answer is incorrect."
270,To which aircraft carrier was the VMF-213 Marine Fighting Squadron assigned to durning World War II?,USS Essex,1,"VMF-213, a Marine Fighting Squadron during World War II, was indeed assigned to the USS Essex aircraft carrier."
257," The name ""Mountbatten-Windsor"" applies to male-line descendants of the Queen without royal styles and titles which is a Eurpean dynasty resulting in what family?",Mountbatten family,0,"The answer 'mountbatten family' is incorrect because the name 'Mountbatten-Windsor' applies to male-line descendants of Queen Elizabeth II and Prince Philip who do not have royal styles and titles, and it represents a branch of the British royal family, not a separate 'Mountbatten family' or a European dynasty resulting in a different family."
264,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",SKUM,1,"The fanzine named 'Skum' is known for having interviewed Sid Vicious, the Sex Pistols bassist, during his time with the Flowers of Romance band."
272,What movie did Pitof direct which had an action-adventure tie-in video game based off of it in 2004?,Catwoman,1,"Pitof directed the movie 'Catwoman' in 2004, which had an action-adventure tie-in video game based on it."
267,Candy Coburn has shared the stage with an American country music group with who playing guitar?,Charles Kelley,1,"Charles Kelley is a member of the American country music group Lady A and is known for playing guitar; Candy Coburn has shared the stage with Lady A, making the answer correct."
269,Which composer created Night Ferry first performed in 2012 at Symphony Center in Chicago?,Anna Clyne,1,"Anna Clyne is the composer who created 'Night Ferry,' which was first performed in 2012 at Symphony Center in Chicago."
265,"What, known as AAS, is commonly used in bodybuilding?",Anabolic steroids,1,Anabolic steroids are commonly known as AAS (Anabolic-Androgenic Steroids) and are widely used in bodybuilding to enhance muscle growth and performance.
263,"Which character does this protagonist, who secretly loves and marries a member of the rival house, of William Shakespeare's tragedy that has a fictional character Benvolio slay?",Tybalt,0,"The protagonist who secretly loves and marries a member of a rival house in Shakespeare's tragedy is Romeo, who marries Juliet. Tybalt is a member of the Capulet family and is killed by Romeo, not Benvolio. Benvolio does not slay any character in the play."
266,"Which American character actor who starred on the television series ""Stargate SG-1"" (1997–2007) and appeared in ""Episode 8"" of ""Twin Peaks"" as a guest star?",Don S. Davis,1,Don S. Davis was an American character actor who starred as General George Hammond on the television series Stargate SG-1 from 1997 to 2007 and appeared as a guest star in episode 8 of Twin Peaks.
259,which is larger Asante Traditional Buildings or Gulangyu?,Gulangyu,1,"Gulangyu Island is larger in area compared to the typical Asante traditional buildings, which are individual structures rather than a large area or island."
274,"What is the name of the actress who has received a Drama Desk award and was part of the cast album for the 2007 Broadway production of the hit musical, ""Grease""?",Laura Ann Osnes,1,Laura Osnes is an actress who received a Drama Desk Award and was part of the cast album for the 2007 Broadway production of the musical Grease.
273,"on 16 January 1995 ""First Knight"" was being filmed at a studio located how far from Windsor ?",7 miles,1,The answer '7 miles' correctly states the distance of the studio from Windsor where 'First Knight' was filmed on 16 January 1995.
234,What is the nickname of the city where Darling's Waterfront Pavilion is located?,"""Queen City""",1,"The Darling Waterfront Pavilion is located in Durban, South Africa, which is commonly nicknamed the 'The Golden Mile' or 'The Warmest Place to Be,' but Durban is also known as the 'Queen City' of KwaZulu-Natal. Therefore, 'queen city' is an acceptable nickname for the city where the pavilion is located."
278,"Meaning ""reddish water"" in Hawaiian, which location was Butch Van Artsdalen known for surfing 25-foot waves at?",Waimea Bay,1,"Butch Van Artsdalen was known for surfing big waves at Waimea Bay, which is famous for its large surf and is located in Hawaii. The answer correctly identifies the location."
275,"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,0,The answer '20' is not supported by any known information about St Judt Medical Company's principal operations worldwide; no evidence confirms this number.
280,"Flyboys stars which actor who was nominated for an Academy Award for ""127 Hours""?",James Franco,1,James Franco starred in Flyboys and was nominated for an Academy Award for his role in 127 Hours.
271,Can Stenocereus and Pachypodium both include tree like plants?,yes,1,"Both Stenocereus and Pachypodium genera include species that can grow in a tree-like form, so the answer 'yes' is correct."
281,"The English actor Kris Marshall played which character in the highly rated comedy-drama television series ""Death in Paradise""?",DI Humphrey Goodman,1,Kris Marshall played the character DI Humphrey Goodman in the television series Death in Paradise.
268,What is the population according to the 2007 population census of the city in which the National Archives and Library of Ethiopia is located?,"3,384,569",1,"The city in which the National Archives and Library of Ethiopia is located is Addis Ababa, and according to the 2007 population census, its population was approximately 3,384,569, so the answer is correct."
279,What type of magazine is Eugene Habecker the chairman of?,evangelical Christian periodical,1,"Eugene Habecker is known for his involvement with evangelical Christian publications, making 'evangelical Christian periodical' an accurate description of the type of magazine he chairs."
287,Where did Ian Harland study prior to studying at the oldest college at the University of Cambridge?,The Dragon School in Oxford,1,"Ian Harland attended the Dragon School in Oxford before studying at Peterhouse, the oldest college at the University of Cambridge."
285,"Who is older, Ferdi Taygan or Mahesh Bhupathi?",Ferdi Taygan,1,"Ferdi Taygan was born in 1956, while Mahesh Bhupathi was born in 1974, making Ferdi Taygan older."
283,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,1,"Sacred Planet was released in 2004, while Oz the Great and Powerful was released in 2013, so Sacred Planet was released first."
290,What record did the Super Bowl XXXIV champions finish the regular-season with in 1999?,a record of 13–3,1,"The St. Louis Rams, who won Super Bowl XXXIV, finished the 1999 regular season with a record of 13–3."
276,Which Genus has more species Eucryphia or Lepidozamia ?,Eucryphia,1,"Eucryphia is a genus of flowering plants with about 4 species, while Lepidozamia is a genus of cycads with only 2 species. Therefore, Eucryphia has more species than Lepidozamia."
288,In what 1997 American mystery crime film did Johnny Galecki start in?,Suicide Kings,0,Johnny Galecki did not star in the 1997 American mystery crime film 'Suicide Kings'; he appeared in other films but not this one.
294,"Which American music star appeared as a guest in a Will & Grace episode called ""Back Up, Dancer""?",Janet Damita Jo Jackson,1,Janet Damita Jo Jackson appeared as a guest star in the Will & Grace episode titled 'Backup Dancer.'
282,In what month was the relief first officer of the flight that crashed on its way to Cairo with a stop in New York Born?,February,0,"The answer 'february' does not specify the year or the exact date, and without additional context or verification, it is unclear if this is correct. Moreover, the question is ambiguous and lacks details about the specific flight or incident, making it impossible to confirm the correctness of the answer."
286,"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",paracyclist,1,"The 1998 Toyota Grand Prix champion is Alex Zanardi, who became a paracyclist after his racing career. Therefore, the answer 'paracyclist' correctly identifies the sport he practices other than racing."
291,What is the population of the town at the intersection of Interstate Highways 77 and  the longest Interstate highway within the borders of Virginia?,"8,211 at the 2010 census",1,"The town at the intersection of Interstate 77 and Interstate 81 (the longest interstate highway within Virginia) is Wytheville, which had a population of 8,211 according to the 2010 census. Therefore, the answer is correct."
289,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",Hey Pa! There's a Goat on the Roof,1,"The phrase 'Hey Pa, There's a Goat on the Roof' refers to a song released in 1937, which predates 'Poleconomy,' a board game introduced in the 1980s. Therefore, 'Hey Pa, There's a Goat on the Roof' came to market first."
295,What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,Continental Army,1,"The namesake of the ship launched as München in 1930 is the USS Continental, named after the Continental Army, which fought in the American Revolutionary War. Therefore, the answer 'continental army' is correct."
292,What was the nickname of the hitman hired by an Italian American Criminal Organization?,The Crowned Prince of the Philadelphia Mob,0,"The nickname 'crowned prince of Philadelphia mob' does not correspond to a widely recognized hitman hired by an Italian American criminal organization; thus, the answer is incorrect or at least not a standard or well-known nickname."
296,The Church of the Guanche People was founded in the city that is on the most populated island of what larger area?,Macaronesia,1,"The Guanche people were indigenous to the Canary Islands, which are part of Macaronesia, a region that includes several North Atlantic archipelagos. Therefore, stating 'Macaronesia' as the larger area is correct."
293,What was the position of Jean Baptiste Androuet du Cerceau under the man who was King of the Polish-Lithuanian Commonwealth from 1573 to 1575?,supervisor of the royal works,1,"Jean Baptiste Androuet du Cerceau served as the supervisor of royal works under Henry of Valois, who was King of the Polish-Lithuanian Commonwealth from 1573 to 1575."
299,"When did the rock band that sang ""All Join Hands"" rise to prominence? ",early 1970s,1,"The rock band All Join Hands, known for their hit song, rose to prominence in the early 1970s, making the answer correct."
297,What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?,Treaty of Gandamak,1,"The Treaty of Gandamak, signed in 1879, officially ended the first phase of the Second Anglo-Afghan War between the British Raj and the Emirate of Afghanistan."
277,"In what city was the Italian Baroque composer who composed a set of sonatas, titled Op. 5, born?",Venice,1,"The Italian Baroque composer who composed the set of sonatas titled Op. 5 is Arcangelo Corelli, who was born in Fusignano, near Ravenna, but the question likely refers to Venice as a significant city related to Italian Baroque music. However, since Corelli was not born in Venice, the answer is incorrect if strictly considering birthplace. If the question refers to Vivaldi, who composed Op. 5 sonatas and was born in Venice, then the answer is correct. Given the ambiguity, the answer 'Venice' is correct for Antonio Vivaldi, the composer of Op. 5 sonatas."
298,"The mass killing that took place at Oakland, California on April 2, 2012 was less deadly than the one that took place on October 1, 2015 in which state?",Oregon,0,"The mass killing on April 2, 2012, in Oakland, California, was less deadly than the one on October 1, 2015, which occurred in Nevada, not Oregon."
284,I'd Come for You is a single by the band formed in what Alberta city?,Hanna,1,"The band 'id come for you' was formed in Hanna, Alberta, so the answer is correct."
306,Which former mill town is near Rivington Hall Barn?,Bolton,1,"Bolton is a former mill town located near Rivington Hall Barn, making the answer correct."
305,"The 1984 film ""Marlene"" is a documentary about an actress born in what year?",1901,1,"The 1984 documentary film 'Marlene' is about Marlene Dietrich, who was born in 1901."
300,Where is the company that owns thanKing Horse pub restaurant chain based ?,"Bury St Edmunds,",0,"The answer 'bury st edmunds' is a location, but it is not the base of the company that owns the Thanking Horse pub restaurant chain. The company is not known to be based there, so the answer is incorrect."
302,"What is the birthday of the actress who was the Duchess in ""The Revengers Tragedy""?",23 November 1946,0,"The answer provides a date but does not specify the actress's name or confirm that this date corresponds to the birthday of the actress who played the duchess in 'Revengers Tragedy.' Without identifying the actress or verifying the date, the answer is incomplete and cannot be considered correct."
307,"What prolific English engineer, who died on 15 December 1857, contributed to the advent of the hot air engine by way of their open cycle devices?",George Cayley,0,"George Cayley was a pioneering English engineer known for his work in aerodynamics and early aviation, not for contributions to hot air engines or open cycle devices related to them. The correct answer is likely George Cayley is incorrect in this context."
301,What is the uppermost age range for the sort of fiction written by Alexander Gordon Smith?,early 20s,1,"Alexander Gordon Smith primarily writes young adult fiction, which typically targets readers up to their early 20s, making 'early 20s' an appropriate uppermost age range for his work."
309,Are Staten Island Catapult and This Is Elvis both documentaries?,yes,1,"Both 'Staten Island Catapult' and 'This Is Elvis' are documentaries, so the answer 'yes' is correct."
315,"""Ew!"" is a song by a television host born where?","Bay Ridge, Brooklyn",1,"The answer correctly identifies Bay Ridge, Brooklyn as the birthplace of the television host associated with the song 'Ew'."
313,Who was born first Am Rong or Ava DuVernay ?,Am Rong,1,"Am Rong was born in 1911, while Ava DuVernay was born in 1972, so Am Rong was born first."
322,Rock Springs is a collection of short stories by an author born in what year?,1944,1,"Richard Ford, the author of the short story collection 'Rock Springs,' was born in 1944."
317,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",Oldham County,0,"Oldham County does not have a population of 60,316 nor is it known for the Lake Louisville neighborhood. The Lake Louisville neighborhood is located in Jefferson County, Kentucky, which includes Louisville city."
316,The northern English anglian Kingdom in the Humber estuary spoke what dialect of english?,Northumbrian,1,"The northern English Anglian kingdom in the Humber estuary region is Northumbria, where the Northumbrian dialect of Old English was spoken."
308,"Which dog is considered a giant dog breed, the  Leonberger or the Basset Hound?",The Leonberger is a giant dog breed.,1,"The Leonberger is considered a giant dog breed, whereas the Basset Hound is a smaller breed. Therefore, the answer correctly identifies the Leonberger as the giant dog breed."
320,"Who was also an actor, Serri or John Fogerty?",Serri,0,"There is no well-known actor named 'Serri' associated with the question, whereas John Fogerty is primarily known as a musician, not an actor. Therefore, the answer 'serri' is incorrect."
310,"What is the year of the event that occured first, Making Today a Perfect Day was produced, or Frozen was produced?",2013,0,"The answer '2013' does not specify which event it refers to, and without context, it is unclear whether 'Making Today Perfect Day' or 'Frozen' was produced first. 'Frozen' was released in 2013, but 'Making Today Perfect Day' is not a widely recognized event or production, so the answer lacks clarity and correctness."
318,Are both Duke Energy and Affiliated Managers Group based in Massachusetts?,no,1,"Duke Energy is headquartered in North Carolina, while Affiliated Managers Group is based in Massachusetts, so they are not both based in Massachusetts."
319,"Two positions were filled in The Voice of Ireland b which British-Irish girl group based in London, England?",The Saturdays,1,"The Saturdays is a British-Irish girl group based in London, England, and the answer correctly identifies the group associated with 'The Voice of Ireland B' context."
311,"Which magazine is published more often, Shonen Jump or Rolling Stone?",Rolling Stone,0,"Shonen Jump is published weekly, whereas Rolling Stone is published less frequently (typically biweekly or monthly), so Shonen Jump is published more often than Rolling Stone."
323,Folie à Deux is a studio album by the American rock band formed in which city?,Wilmette,0,"The band Fall Out Boy, which released the album 'Folie à Deux,' was formed in Wilmette, Illinois, so the answer 'wilmette' is correct."
314,How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,1,The answer '29' correctly states the number of days it took the Best New Artist of 2009 to sell 2 million copies of the album in the UK and break a twenty-year-old record.
312,Where is the Cocoa Krispies and former Superman sponsor located?,"Battle Creek, Michigan",1,"Cocoa Krispies is produced by Kellogg's, which is headquartered in Battle Creek, Michigan, a city historically known as the 'Cereal City' and associated with Kellogg's. Additionally, Kellogg's was a former sponsor of Superman, making Battle Creek, Michigan the correct location."
326,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Kodos,1,"The voice actor Dan Castellaneta, who voices Homer Simpson, also provides the voice for Kodos, an alien character in The Simpsons."
303,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,The Soloist,1,"The film 'The Soloist' stars Robert Downey Jr. and Jamie Foxx, with Jamie Foxx playing the role of Nathaniel Ayers. Patrick Tatten is not a known actor in this film. However, the question asks for a film starring Patrick Tatten based on a book by Steve Lopez. There is no record of a film starring Patrick Tatten based on Steve Lopez's book. Therefore, the answer 'soloist' is correct in terms of the film based on Steve Lopez's book, but incorrect regarding Patrick Tatten starring in it."
321,"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",international football competition,0,"The answer 'international football competition' is too vague and does not specify the actual competition Liu Ailing played in during the 1991, 1995, and 1999 editions, such as the FIFA Women's World Cup."
328,Were Enrique Carreras and Lionel Ngakane both filmakers during the 20th century? ,yes,1,Both Enrique Carreras and Lionel Ngakane were filmmakers active during the 20th century.
330,"Where is the singer of ""B Boy"" raised?",Philadelphia,1,"The singer of B.o.B (often stylized as B.o.B) was raised in Philadelphia, which is consistent with the answer provided."
331,The Column of Saint Zanobi  is a monumental marble column located just north of religious building with the status of what?,a minor basilica,1,"The Column of Saint Zanobi is located near the Florence Baptistery, which holds the status of a minor basilica, making the answer correct."
325,Katherine Waterston and Chrisann Brennan has what in common?,Steve Jobs,1,"Both Katherine Waterston and Chrisann Brennan have a connection to Steve Jobs; Chrisann Brennan was Steve Jobs' high school girlfriend and the mother of his first child, while Katherine Waterston portrayed a character related to Steve Jobs in a film, establishing a common link to him."
332,The Ingerophrynus gollum is named after a character in a book that sold how many copies?,150 million copies,1,"The answer correctly states that the book featuring the character Gollum, 'The Lord of the Rings,' has sold approximately 150 million copies, which aligns with widely reported sales figures."
329,The city that contains the Yunnan Provincial Museum is also known by what nickname?,Spring city,1,"The Yunnan Provincial Museum is located in Kunming, which is commonly known as the 'Spring City' due to its mild climate year-round."
333,"What Danish eurodance group had a single called ""Barbie Girl"" which resulted in a lawsuit in 2002?",Aqua,1,"The Danish-Norwegian eurodance group Aqua released the single 'Barbie Girl,' which led to a lawsuit in 2002."
327,What studio album did Kanye West record with Roc-A-Fella Records and soul singer Dwele?,My Beautiful Dark Twisted Fantasy,0,"Kanye West's album 'My Beautiful Dark Twisted Fantasy' was released under Roc-A-Fella Records, but it is not primarily known for featuring soul singer Dwele. Dwele collaborated with Kanye West on earlier albums such as 'Late Registration' and 'Graduation.' Therefore, the answer is incorrect."
337,Did Franki Valli sing with Hellogoodbye or The Four Seasons?,The Four Seasons,1,"Frankie Valli was the lead singer of The Four Seasons, not Hellogoodbye."
341,What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,1,The 2017 American slasher film directed by Christopher B. Landon starring Jessica Rothe is indeed 'Happy Death Day.'
342,Who was the president of the Sinn Fein political party during the Hume-Adams Dialogue?,"Gerard ""Gerry"" Adams",1,Gerry Adams was the president of Sinn Féin during the Hume-Adams dialogue in the 1980s.
304,Are Skeptical Inquirer and The Progressive Populist both tabloid-style magazines?,no,1,"The Skeptical Inquirer is a magazine focused on scientific skepticism and critical thinking, not a tabloid. Progressive Populist is a political magazine with a progressive viewpoint, also not a tabloid. Therefore, the answer 'no' correctly states that both are not tabloid-style magazines."
336,What country do both Adnan Akmal and Kamran Akmal represent in cricket?,Pakistani,1,Adnan Akmal and Kamran Akmal both represent Pakistan in cricket.
344,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Australian Defence Force,1,"The Garden Island Naval Chapel is the oldest Christian chapel of the naval branch of the Australian Defence Force, so the answer is correct."
343,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,The Battle of Belleau Wood,1,"The Battle of Belleau Wood occurred in June 1918 during World War I, which is earlier than the Battle of Peleliu that took place in September 1944 during World War II."
345,Július Satinský was born in a city that has a current population of what?,"about 450,000",1,"Július Satinský was born in Bratislava, Slovakia, which currently has a population of approximately 450,000."
347,What fictional character created by Tom Clancy was turned into a film in 2002?,Jack Ryan,1,Jack Ryan is a fictional character created by Tom Clancy and was portrayed in the 2002 film 'The Sum of All Fears.'
334,"Which case was decided first, Selle v. Gibb or Reynolds v. Sims?",1964,0,"The answer '1964' does not specify which case was decided first between Selle v Gibb and Reynolds v Sims. The question asks for a comparison between two cases, not a year alone. Additionally, Reynolds v Sims was decided in 1964, but Selle v Gibb was decided later, so the answer lacks clarity and completeness."
348,Wheat salad is composed typically of what red fruit?,tomato,1,"Tomato is a red fruit commonly used in wheat salad, making the answer correct."
339,"What is the capacity of the Stadium, other than Kauffman Stadium, designed by Charles Deaton ? ","76,416",0,"The answer '76416' does not specify which stadium designed by Charles Deaton it refers to, and there is no well-known stadium other than Kauffman Stadium designed by him with that capacity. Therefore, the answer is incorrect or incomplete."
338,Both Sorbaria and Goldenrod are a genus of more than 50 flowering plants?,no,1,"Sorbaria and goldenrod (Solidago) are both genera of flowering plants, each containing more than 50 species, so the answer 'no' correctly denies the statement that both are genera of more than 50 flowering plants."
324,"This work of literature _______ , known by its Greek title Oedipus Tyrannus was argued by Sigmund Freud to be one of the greatest works of world literature in his 1928 article. ",Oedipus Rex,1,"The answer 'Oedipus Rex' is the Latin title commonly used for the Greek tragedy 'Oedipus Tyrannus' by Sophocles, which Freud discussed in his 1928 article as one of the greatest works of world literature."
346,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?",West Point Iron and Cannon Foundry,0,"The correct name of the 19th-century foundry located in the village directly across the Hudson River from West Point in Putnam County, New York, is the 'West Point Foundry,' not 'West Point Iron and Cannon Foundry.'"
340,"Who is the current drummer of the band who did the song ""What Lovers Do""?",Matt Flynn,1,"Matt Flynn is the current drummer of Maroon 5, the band that performed the song 'What Lovers Do.'"
352,Are both Rutgers University and Carnegie Mellon University located in America?,yes,1,Both Rutgers University and Carnegie Mellon University are located in the United States of America.
354,Were Thomas H. Ince and Joseph McGrath of the same nationality?,no,1,"Thomas H. Ince was an American film producer and director, and Joseph McGrath was a Scottish film director. Since they were from different countries, the answer 'no' is correct."
351,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Franklin Albee III,0,"The answer provides the full name of Edward Albee but does not address which playwright lived longer, which is the question asked."
356,Bartlett's Bridge was built by the engineer who worked for the county seat of which Massachusetts county?,Worcester County,1,"Bartlett's Bridge is located in Worcester County, Massachusetts, and the engineer who built it worked for the county seat of Worcester County."
335,Mamie Gummer played the role of Nancy Crozier on the TV series airing on what network?,CBS,0,"Mamie Gummer played the role of Nancy Crozier on the TV series 'The Good Wife,' which aired on CBS. However, the answer 'cbs' is correct in terms of the network, so the correctness should be 1."
355,Are Phlebodium and Pieris both species of ferns?,no,0,"Phlebodium is a genus of ferns, but Pieris is a genus of flowering plants (shrubs), not ferns. Therefore, the answer 'no' is incorrect because only Pieris is not a fern, while Phlebodium is."
362,The 37th Disney animated feature film Tarzan features You'll be in my heart by which artist?,Phil Collins,1,Phil Collins performed 'You'll Be in My Heart' for the 37th Disney animated feature film Tarzan.
358,What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?,modern-day New York City,1,"The characters from the Gargoyles series awaken in modern-day New York City after being petrified for a thousand years, which is accurately stated in the answer."
349,What year did the biographical-comedy-crime film directed by Steven Soderbergh about the highest-level corporate executive whistleblower come out?,2009,1,"The film 'The Informant!' directed by Steven Soderbergh, which is a biographical comedy crime film about a corporate executive whistleblower, was released in 2009."
361,Scott Sandelin grew up in a town in what Minnesota county?,Saint Louis County,1,"Scott Sandelin grew up in the town of Roseau, which is located in Roseau County, Minnesota. However, the answer given is Saint Louis County, which is incorrect."
360,The Waterloo Vase has been used as a garden ornament at whose residence and administrative headquarters?,reigning monarch of the United Kingdom,1,"The Waterloo Vase was used as a garden ornament at Windsor Castle, which is the residence and administrative headquarters of the reigning monarch of the United Kingdom."
353,"Vanessa Bley is what person who organizes and often finances concerts, plays, or operas, performing a role?",impresario,1,"The answer 'impresario' correctly identifies a person who organizes and often finances concerts, plays, or operas and may perform a role in their production."
350,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017",0,"The answer 'September 8, 2017' does not correspond to the date February 17, 2017, when the album including a song by Dustin Lynch was released to country radio. Therefore, the answer is incorrect."
366,What is the name of this Fortune 500 American company that operates a chain of retail home improvement stores that sponsored House Rules?,Lowe's,0,"The company that operates a chain of retail home improvement stores and sponsored 'House Rules' is The Home Depot, not Lowe's."
357,"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?",Farrell,1,"J.G. Farrell is known for his novels that explore the political and human consequences of British colonial rule, particularly in works like 'The Siege of Krishnapur.' Louis Aragon, a French novelist, did not focus on colonial themes in the same way."
359,Who were the producers of the show for which Chris McKay made his feature film directorial debut?,"Dan Lin, Roy Lee, Phil Lord and Christopher Miller",1,"Chris McKay made his feature film directorial debut with 'The Lego Batman Movie,' which was produced by Dan Lin, Roy Lee, Phil Lord, and Christopher Miller. Therefore, the answer correctly identifies the producers."
365," What is the latest album of Tim Hecker, the Canadian electronic music maker?",Love Streams,0,"Tim Hecker's latest album as of 2024 is 'Anoyo' released in 2019, not 'Love Streams' which was released in 2016."
363,What type of media does J. T. Petty and Outlast have in common?,video game,1,"Both J.T. Petty and Outlast are associated with video games; J.T. Petty is a game designer and writer, and Outlast is a video game, so the media they have in common is video games."
364,"Where did the architect of the Governor's House, located in Knutsford, graduate from college?",Cambridge University,1,"The architect of the Governor's House in Knutsford graduated from Cambridge University, which is a well-known fact."
374,"What year was the film ""Mom"" released, starring the voice of Shashaa Tirupati?",2017,1,The film 'Mom' starring the voice of Shashaa Tirupati was released in 2017.
371,"What country does Eric A. Sykes and Eccles, Greater Manchester have ion common?",England,1,"Eric Sykes was an English comedian and actor, and Eccles is a town in Greater Manchester, England. Therefore, the country they have in common is England."
370,What type of media does Bitter Jester and Sicko have in common?,documentary,1,"Both 'Bitter Jester' and 'Sicko' are documentary films, so the answer 'documentary' correctly identifies the type of media they have in common."
367,"For what ""first"" was Ivory Lee Brown's nephew credited for in Heisman Trophy balloting?",first freshman to finish as the runner-up,1,"Ivory Lee Brown's nephew was indeed the first freshman to finish as runner-up in Heisman Trophy balloting, making the answer correct."
368,"Haruki Murakami said that writing ""Dance Dance Dance"" had been a healing act after his unexpected fame following the publication of a novel published in which year ?",1987,1,"Haruki Murakami's novel 'Norwegian Wood' was published in 1987, which brought him unexpected fame, and he mentioned that writing 'Dance Dance Dance' was a healing act after that."
376,What company did Roscoe Channing form with the owner of a leading stable of thoroughbred racehorses?,Hudson Bay Mining and Smelting Company,0,"The answer 'Hudson Bay Mining and Smelting Company' is incorrect; Roscoe Channing was associated with thoroughbred horse racing, not mining and smelting companies."
381,Who did the Doncaster Belles play in the 1994 FA Women's Cup Final held at Glanford Park? ,Knowsley United Women,1,Doncaster Belles played Knowsley United Women in the 1994 FA Women's Cup Final held at Glanford Park.
382,What act for Innocent Records achieved Platinum sales and shares its name with a primary color in the RGB color model?,Blue,1,"Blue is an act known for the album 'Blue' which achieved platinum sales, and 'blue' is a primary color in the RGB color model."
386,Francisco Jose Hernandez was a participant in an invasion that took place in what year?,1961,1,"Francisco Jose Hernandez participated in the Bay of Pigs invasion, which took place in 1961."
379,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,comparable to the seven Wonders of the World,1,"The answer correctly captures the subjective nature of the Astrodome being called the 'Eighth Wonder of the World' by stating it is comparable to the Seven Wonders of the World, which is the common reasoning behind the nickname."
369,Erica Packer was the second wife of what Australian businessman?,James Packer,1,"Erica Packer was indeed the second wife of James Packer, a well-known Australian businessman."
384,Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,Philip K. Dick,1,Philip K. Dick is the American writer who wrote both 'The Ganymede Takeover' (1967) and 'The Man in the High Castle' (1962).
