idx,question,answer,correctness,explanation
1028,Where is the transportation company that owns Talbot based in?,Montreal,0,"The transportation company that owns Talbot is Keolis, which is based in France, not Montreal."
1771,"Are the bands ""Black Grape"" and ""Balance and Composure"" from the same country?",no,0,"Both Black Grape and Balance and Composure are from different countries. Black Grape is from the UK, while Balance and Composure is from the USA. The answer 'no' is correct."
1154,When was the English-born South Australian brewer whose brewery was amalgamated with W. K. Simms's West End Brewery. born ,6 April 1830,1,
2098,"Who is younger, Pelle Almqvist or Steve Winwood?",Pelle Almqvist,1,
3596,Who conceived the rapid transit system that Klemzig Interchange is a part of?,Daimler-Benz,0,"The Klemzig Interchange is part of the Adelaide O-Bahn Busway in South Australia, which was conceived by the South Australian government, not Daimler-Benz. Daimler-Benz is a German automotive company and was not responsible for the conception of this rapid transit system."
1259,The 1974 South African Grand Prix was a Formula One motor race held at a racing circuit located in which South African Province ?,Gauteng province,0,"The 1974 South African Grand Prix was held at Kyalami, which at the time was located in the Transvaal Province, not Gauteng. Gauteng province was only established in 1994."
2882,"In which year was this historic diner in Albany, New York built, which also was a filming location for major portions of Ironweed?",1941,1,
1279,"Who created the 2003 remake of the 1983 overhead view, vehicular combat game developed by Bally Midway?",Adam Dawes,0,Adam Dawes did not create the 2003 remake of the 1983 game 'Spy Hunter' by Bally Midway. The 2003 remake was developed by Paradigm Entertainment and published by Midway Games.
214,"Who was born first, Arthur Conan Doyle or Penelope Lively?",Arthur Ignatius Conan Doyle,1,
768,"In what year was the Golden State NBA player, who was part of the Cavaliers-Warriors rivalry, named NBA Finals Most Valuable Player?",2015,1,
753,What church was the college Marjorie Hass is the 20th president of formerly affiliated with?,Presbyterian Church,1,
3495,Which is the younger brother in the composer duo that composed Aati Kya Khandala?,Lalit,1,
1057,"What was the island, on which Marinelli Glacier is located, formerly known as?",Isla de Xativa,0,"The island on which Marinelli Glacier is located is Isla Grande de Tierra del Fuego, not 'Isla de Xativa.' There is no evidence that the island was formerly known as Isla de Xativa."
2298,"Which dog is native to France, the Basset Bleu de Gascogne or the Bulldog?",Basset Bleu de Gascogne,1,
1489,What is the tagline of the roller coaster that utilizes the same ride system as Manta?,"""Discover Pure Energy""",0,"'Discover pure energy' is the tagline for the roller coaster 'Mako' at SeaWorld Orlando, not for a coaster that uses the same ride system as Manta. Manta uses a flying coaster system by B&M, and its tagline is 'Ride the Flying Ray.'"
2358,Which PGA championship did Mark Brooks win?,The 1996 PGA Championship,1,
3382,"Who wrote lyrics for both ""Little Shop of Horrors"" and the song ""Be Our Guest?"" ",Howard Elliott Ashman,1,
1395,What was the nickname of the 76er who was drafted 3rd in the 2014 draft? ,The Process,0,"The 76er drafted 3rd in the 2014 draft was Joel Embiid. His nickname is 'The Process,' not just 'process.' The answer should be 'The Process' or 'Joel Embiid.'"
12,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,1999,1,
3403,Who starred in a 2015 zombie film with Northern Irish actor?,Dougray Scott,1,
3130,"The song ""Metal"" by Gary Numan was the B-side of a single that reached what ranking inthe UK charts?",number 1,0,"'Metal' by Gary Numan was the B-side of the single 'Cars,' which reached number 1 in the UK charts. However, 'Metal' itself was not the A-side, and the question asks about the B-side's single, not the B-side itself. The answer is technically correct if referring to 'Cars,' but the phrasing is ambiguous. To be precise, 'Cars' reached number 1, and 'Metal' was its B-side."
135,SuperMansion starred the actress who had a recurring role as whom on Workaholics?,Jillian Belk,1,
1775,Near the banks of what river is the city in Romania with a partner Aspen Institute located?,Dâmbovița River,1,
2667,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,0,"The disc jockey who notably used Mark Wirtz's 'A Touch of Velvet, a Sting of Brass' as a theme on Radio Caroline was Dave Lee Travis. His birth name is David Patrick Griffin, so the answer is correct."
922,Who owns the hotel where the 13th Anniversary Show took place?,Boyd Gaming,1,
2642,Party of Syrian Unity was established in the wake of a public statement that announced what ?,"support for the establishment of a ""national home for the Jewish people"" in Palestine",0,"The Party of Syrian Unity was established in response to the Sykes-Picot Agreement and the Balfour Declaration, both of which threatened Arab unity and independence. The public statement that prompted its formation was the Balfour Declaration, which announced support for a national home for the Jewish people in Palestine. However, the answer should mention the Balfour Declaration specifically, not just 'support for establishment of national home for jewish people in palestine.' The answer is incomplete and lacks specificity."
3595,"When was the actor in the CW show developed by Greg Berlanti who also appears in ""Gods and Generals"" born?",1970,1,
2494,"The technique 'panenka' was first used by a player of what nationality against ""Die Katze von Anzing""? ",Czech,1,
921,Who is older between the brothers that J. Todd Anderson has primarily worked with?,Joel David Coen,1,
1309,What is the nationality of the most successful female ski racer ever?,American,1,
1511,Who is the lead vocalist for Maroon 5's sixth studio album?,Adam Levine,1,
3359,Are the Prince of Wales and Flaming beverage both non-alcoholic drinks?,no,1,
2004,Where is the game which  High Rollers Casino is a type been played ,outside of casinos,0,"The answer is incorrect because 'high rollers casino' refers to a type of casino game or environment typically found inside casinos, not outside of them."
1760,"Who is older, Simon Neil or Michael McKean?",Michael John McKean,1,
314,How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,0,"The Best New Artist of 2009 at the Grammys was Adele. Her album '21' broke records, but it was released in 2011, not 2009, and it did not sell 2 million copies in the UK in 29 days. The answer '29' is not correct for this question."
2306,"Who was born first, Anaïs Lameche or Darren Hayes?",Darren Stanley Hayes,1,
2227,Matt Doheny lost his primary race to what current youngest woman ever elected to Congress?,Elise Stefanik,1,
1803,What is the 2010 census population of the county where Wildcat Brook flows through Jackson?,"47,818",0,"Wildcat Brook flows through Jackson, New Hampshire, which is in Carroll County. According to the 2010 census, Carroll County had a population of 47,818, so the answer is correct."
3019,How many records did Shane Lynch sell as a member of Boyzone?,25 million,1,
3317,What giant silverware company was started as a religious Utopian group and was for many years run by Pierrepont Noyes?,Oneida Limited,1,
2405,"Which actor starred in Angels in the Outfield, Predator 2, and Places in the Heart?",Danny Glover,1,
287,Where did Ian Harland study prior to studying at the oldest college at the University of Cambridge?,The Dragon School in Oxford,1,
3489,SLS station was designed to allow access to the area of Las Vegas that includes a hotel and casino in what other town?,Winchester,1,
2399,"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,1,
1027,"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",Obafemi Martins,1,
1770,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran,1,
2078,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes,1,
3587,Where is the headquarters for the service broadcaster the show Tenko is on?,Broadcasting House in London,1,
3415,"Which musician is older, Chantal Claret or Max Green?",Chantal Claret,1,
2282,Are both Götterdämmerung and Dafne considered operas?,no,0,Both 'Götterdämmerung' (by Wagner) and 'Dafne' (by Jacopo Peri) are considered operas. The answer 'no' is incorrect.
1746,Crash is similar to what 16th century British card game in the sense that there is no betting?,"In Crash, there is no betting, as in Brag",0,"Brag is a British card game, but it does involve betting. The 16th century British card game similar to crash in the sense of no betting is 'post and pair' or 'primero', not brag."
161,"Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?",Frank Lowy,1,
1434,"What player with the nickname ""Cocky"" played in the 1928 Philadelphia Athletics season?",Edward Trowbridge Collins Sr.,1,
2396,Are Centaurium and Dacrydium both genuses of plant species?,yes,1,
632,Berk Communication and Marketing Group  best known for representing an American professional baseball pitcher for what team?,New York Yankees,1,
1457,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,"""Alceste""",1,
2816,The comedy play written by Shakespeare titled Twelfth Night is also know by what name?,What You Will,1,
853,"Who died first, Bryce Courtenay or Juan Carlos Onetti?",Juan Carlos Onetti,1,
421,"""A Summer in the Cage"" and ""American Hardcore"" are both what kind of film?",documentary,1,
3663,"Who has a wider scope of profession, Hrag Vartanian or Hovsep Pushman?",Hrag Vartanian,1,
3380,"What movie directed by Tim Fywell, included the actress who also appeared in ""Euro Trip"" and ""Inspector Gadget""?  ",Ice Princess,1,
839,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,0,"'Changing Scottish landscape' is not a person; the question asks for 'who' characterized the castle, so the answer is incorrect."
258,Who is known for producing the documentary television series based on the book by science historian James Burke?,James Burke,1,
2211,Who covered the song I Love You by Chris Write?,People! and The Carnabeats,1,
1407,What is the student body for Ron Johnson's alma mater?,"37,776",0,"Ron Johnson's alma mater is the University of Minnesota. The student body size is not a fixed number and varies by year, but 37,776 is not a definitive or widely recognized figure for its current or historical enrollment. The answer lacks context and is not verifiably correct."
3183,"What production company is owned by the director of ""She Hate Me""?",40 Acres and a Mule Filmworks,1,
1030,"What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk",Love Drunk,1,
475,Which American cable news and talk radio host was the former GOP representative,Charles Joseph,0,There is no well-known American cable news and talk radio host or former GOP representative named Charles Joseph. The answer is incorrect.
216,Ernest Foot was the best friend of the fighter pilot who had how many victories?,44,1,
2923,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,1,
2983,Which episode of season nine of The Simpsons was the last speaking role for Lionel Hutz?,ninth,0,"The last speaking role for Lionel Hutz was in the episode 'Realty Bites,' which is the ninth episode of season nine. The answer 'ninth' is correct in number, but it should specify the episode title or clarify the context. However, since the question asks for the episode number, 'ninth' is technically correct. But for clarity, the answer could be more complete."
338,Both Sorbaria and Goldenrod are a genus of more than 50 flowering plants?,no,1,
2584,Bridgewater Triangle is an area where the phenomenon associated with what type of tradition has been seen?,Native American,1,
774,"Who is descended from William, 4th Lord Livingston and was a statesman from New York City? ",Philip Livingston,1,
1510,Born 2 B.R.E.E.D. was co-written by the late singer-songwriter who has sold over how many records worldwide?,100 million,1,
2294,What conference is the team that is head coached by the uncle of Scott Turner?,Conference USA,0,"Scott Turner's uncle is Norv Turner, but Norv Turner is not currently a head coach of a college football team. There is no evidence that a team coached by Scott Turner's uncle is in Conference USA."
3494,"When was the novella written whose film adaptation was played during the Christmas season of ""Afternoon movie"" and contained the character of Ebenezer Scrooge?",1843,1,
2408,"Which team was older when it had it's worst season, The Cleveland Browns or the Detroit Lions",Detroit Lions,1,
3459,What is the full name of the company co founded by Jay Van Andel?,American Way,0,"The full name of the company co-founded by Jay Van Andel is 'Amway,' which stands for 'American Way.' However, the company is known as 'Amway,' not 'american way.'"
3152,Which film was not a 3D computer-animation Cars 3 or Smith!?,Smith!,1,
2003,To whom does the term Pietro Colonna Galatino is sometimes referred to as the inventor of refer?,the God of Israel,0,"Pietro Colonna Galatino was an Italian Christian scholar, not the 'god of Israel.' The answer is incorrect."
2546,"Alexis Argüello mentored Román González, who became first boxer to do what?",win world titles in four weight classes,1,
2141,The pilot and author of Highest Duty: My Search for What Really Matters was hired by which news station in 2011?,CBS News,1,
160,"Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?",Kathryn Jean Martin,0,"Kathryn Jean Martin is not known as the record holder for the longest service by a woman in the Australian parliament. The record was held by Kathy Sullivan, and then surpassed by Bronwyn Bishop, who was the 29th Speaker of the House of Representatives."
758,Wim Jonk manages Cruyff Football together with the footballer who is also currently manager of which team?,Tel Aviv,0,"Wim Jonk co-manages Cruyff Football with Jordi Cruyff, who has managed Maccabi Tel Aviv in the past, but as of 2024, he is not currently the manager of that team. The answer 'tel aviv' is incomplete and outdated."
2348,What is the first name of the mother of the artist who interpreted Karla  Bonoff's Tell Me Why ?,Naomi,1,
1401,who was the anthropologist who thought that the plaster casts that were discovered by Paul Freeman were a critical piece of evidence?,"Don Jeffrey ""Jeff"" Meldrum (born May 24, 1958) is a Professor of Anatomy and Anthropology",0,The answer provides biographical information about Jeff Meldrum but does not directly state that he thought the plaster casts discovered by Paul Freeman were a critical piece of evidence. The connection is implied but not explicitly stated.
773,"What role did Veda Hlubinka-Cook have in the making of this 1997 video game that takes place on the Orient Express, days before the start of World War I?",technical director,1,
199,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999 Odisha cyclone,0,"The 1999 Odisha cyclone was a very strong and deadly cyclone, but the strongest recorded tropical cyclone is Typhoon Tip (1979) or Hurricane Patricia (2015) depending on the metric. Also, the 2007 film 'Super Cyclone' is not about the 1999 Odisha cyclone. There is no widely known 2007 film specifically about the 1999 Odisha cyclone."
2111,What county is the congressional district that Hansen Clarke was a U.S. Representative for in?,Wayne County,1,
1847,Who was the original female founder of the brewery that was purchased in 2006 by the largest brewery in the state of Maryland?,Marjorie McGinnis,0,"The original female founder of the brewery purchased in 2006 by the largest brewery in Maryland (Flying Dog Brewery) was not Marjorie McGinnis. The correct answer is Volker Stewart, who co-founded the Wild Goose Brewery, which was later purchased by Flying Dog. There is no record of Marjorie McGinnis as the founder."
3094,What is the character of fictional character Claire Fraser in a British-American television drama series developed by Ronald D. Moore ?,Claire is a married World War II nurse,1,
2057,"Which University, University of New South Wales or Purbanchal University was established first ?",The University of New South Wales,1,
3274,Follow the Yellow Brick Road Tour is taking place to commemorate the album that was recorded where?,Château d'Hérouville,1,
1308,"Davy Crockett, King of the Wild Frontier:and Herbie Rides Again were both by which company?",Disney,1,
649,"In between Liberty and MIT Technology Review which has a circulation of over 200,000?",Liberty,0,"MIT Technology Review has a circulation over 200,000, while Liberty magazine's circulation is much lower."
1759,The Innocents is a 1961 gothic horror film that was based on a novella by Henry James published in what year?,1898,1,
1885,What star of Parks and Recreation appeared in November?,Nick Offerman,1,
3089,"What is the nick name of this former American professional football player who played as a linebacker for the Seattle Seahawks in the National Football League (NFL) and appeared on the American detective television ""Lawless?""",The Boz,1,
3592,What is the relation between current manager of Chinese club Tianjin Quanjian and Paolo Cannavaro?,brother,0,"The current manager of Tianjin Quanjian (notably Fabio Cannavaro in 2016-2017) is not the brother of Paolo Cannavaro. Paolo and Fabio Cannavaro are brothers, but the answer should specify Fabio Cannavaro, not just 'current manager.' Also, the club has changed managers since then."
2272,What is the weight limit of the weight class that Takeyasu Hirono fights in?,125 lb (57 kg),1,
2899,"Which former ""Home and Away"" actor stars in the film ""Office Uprising""?",Brenton Thwaites,0,"Brenton Thwaites is a former Home and Away actor, but he does not star in 'Office Uprising.' The lead actor in 'Office Uprising' is Brenton Thwaites' fellow Australian, but the actual star is Brenton Thwaites himself, so the answer is correct. However, upon checking, Brenton Thwaites does star in 'Office Uprising,' so the answer is correct."
1249,What sport is played by both Justin Gimelstob and Angelique Kerber?,tennis,1,
420,Are Buried Country and South of the Border both films turned into stage performances?,no,1,
1456,TMNT is a single-player action-adventure multi-platform action game based on a film which was the final film role for who?,Mako,1,
3316,"What character did the actor born on January 19, 1944 play in ""As the World Turns?""",James Stenbeck,1,
2428,"What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?",Shawnee,0,"Keokuk Falls is located in Pottawatomie County, Oklahoma. The county seat of Pottawatomie County is Shawnee, so the answer is correct in that context. However, the question is phrased ambiguously, but based on the location, the answer 'shawnee' is correct."
1185,"What is the name of this New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer?",Renaissance Technologies,1,
639,Which number-one single is Michael Steele responsible for?,"""Walk Like an Egyptian""",1,
3479,Who founded gaming company which owns and operates the Red Rock Resort?,"Frank Fertitta, Jr.",1,
2058,What is the main base for the parent company of LATAM Express?,Comodoro Arturo Merino Benítez International Airport,1,
343,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,The Battle of Belleau Wood,1,
867,"Lawton–Fort Sill Regional Airport, a charter base for value airline Allegiant Air, is situated in which U.S. state?",Oklahoma,1,
472,Eric Ambler and Carol Shields are both best Known for what profession?,author,1,
1797,"What film was the screen debut of the musician nicknamed ""Lady Day""?",Symphony in Black,1,
3182,Somebody’s Daughter’s star Max Gail was most widely known for his role in what other television series?,"the television sitcom ""Barney Miller""",1,
242,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,"Reginald Martinez ""Reggie"" Jackson",1,
1106,Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,1,
2069,What man is linked to both Johnny Tremain and Magic Kingdom?,Walt Disney,0,"Walt Disney is linked to Magic Kingdom, but not to Johnny Tremain. Johnny Tremain is a novel by Esther Forbes, and while Disney made a film adaptation, the man linked to both is not Walt Disney specifically, but rather the Disney company. The question seems to seek a person directly connected to both, which Walt Disney is not."
144,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,Nebo Zovyot,1,
1114,"Signed with Maybach Music Group in 2011, which artist was featured as a guest in Fire of Zamani?",Wale,1,
2986,"What public service broadcaster with over 20,950 employees, aired the variety show Welsh Rarebit?",British Broadcasting Corporation (BBC),1,
2660,Where was the NBA Draft held in which Harrison Bryce Jordan Barnes was selected by the Golden State Warriors in the first round of the draft with the seventh overall pick?,Prudential Center in Newark,0,"Harrison Bryce Jordan Barnes (Harrison Barnes) was selected by the Golden State Warriors with the 7th overall pick in the 2012 NBA Draft, which was held at the Prudential Center in Newark, New Jersey. The answer is correct regarding the location, but the question refers to Harrison Barnes by his full name, which matches the player. Therefore, the answer is correct."
1105,Are Über Goober and American Jobs both documentaries about gaming?,no,1,
2252,"Who was born first, Helen Jonas-Rosenzweig or Amon Göth?",Amon Leopold Göth,1,
3399,"Which American filmmaker has directed more films, Jon Paul Puno or Ken Kwapis?","Kenneth William ""Ken"" Kwapis",1,
1615,How are Ceephax Acid Crew  and Squarepusher's music similar?,drum and bass electronic musician,0,"The answer only states that they are drum and bass electronic musicians, but does not explain how their music is similar. A correct answer would mention similarities in style, genre (such as acid, breakcore, or IDM), or compositional approach."
3310,Kentucky Truck Assembly and Louisville Assembly Plant are two auto factories in the city of Louisville operated by which car maker?,Ford Motor Company,1,
1928,What was the name of the first biography of Brontë written by the author of Mary Barton?,Elizabeth Gaskell,0,"The answer gives the name of the author (Elizabeth Gaskell), not the title of the first biography of Brontë. The correct answer should be 'The Life of Charlotte Brontë.'"
2190,Siegi Sessler was the restaurateur whose club was frequented by which actress with Welsh ancestry?,"Ruth Elizabeth ""Bette"" Davis",0,"Bette Davis was an American actress, but she was not of Welsh ancestry. The actress with Welsh ancestry who frequented Siegi Sessler's club was Elizabeth Taylor."
1931,Suzie Toase is best known for her role as Alecto Carrow in the Part 2 of a movie directed by who?,David Yates,1,
3374,"Which genus has more species, Lantana or Silybum?",Lantana,1,
376,What company did Roscoe Channing form with the owner of a leading stable of thoroughbred racehorses?,Hudson Bay Mining and Smelting Company,0,"Roscoe Channing formed the Hudson Bay Mining and Smelting Company with James B. Duke, who was not known as the owner of a leading stable of thoroughbred racehorses. The answer confuses the business partner and the context."
2281,"Who is the American singer-songwriter, who won an award for Best Female Video at the 2009 MTV Video Music Awards, and wrote a song for the 'AT&T Team USA Soundtrack'?",Taylor Swift,1,
1720,"What was the middle name of the actress who was cast alongside Harvey Fierstein, Linda Hart, Dick Latessa, Clarke Thorell, Mary Bond Davis, Laura Bell Bundy, Matthew Morrison, Corey Reynolds, and Marissa Jaret Winokur in Hairspray?",Marie,1,
929,"Who was elected more times, Daniel Patrick Moynihan or Dennis Kux?","Daniel Patrick ""Pat"" Moynihan",1,
198,What amount was the settlement that the character from the Son of al Quada got in 2017?,$10.5 million,0,There is no widely known or verified case of a 'Son of al Qaeda' character receiving a $105 million settlement in 2017. The answer appears to be incorrect or fabricated.
1371,Who was the Goal keeper for Iraq in the 1996 AFC Asian Cup played in the United Arab Emirates?,Emad Hashim,1,
2707,"What city did the name come from for the Polish truck manufacturer who sold to various countries, including more than the socialist states of Central and Eastern Europe?",City of Starachowice,1,
1802,Paul Keenan composes works from Anglo-Saxon texts such as the codex donated to the library of Exeter Cathedral by whom?,Leofric,1,
2333,"What is the name of a member of the North Melbourne Football Club, whose brother Rob has starred in Bridgetowns Cricket Clubs Premiership in 2016/7?",Mark Andrew Brayshaw,1,
2449,Which of the following rock bands is from Chicago: Kill Hannah or Louis XIV?,Kill Hannah,1,
650,GamesMaster has a sister publicantion that is published how many times per year?,13,1,
2361,What European championship did the man that holds a record with John Boulger win twice?,London Riders' Championship,0,"The London Riders' Championship is not a European championship; it is a British speedway event. The question refers to a European championship won twice by a man who shares a record with John Boulger, likely referring to the European Grasstrack Championship, not the London Riders' Championship."
174,"Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia?",City of Newcastle,1,
1496,"The Whitehead Light is located in what town with a population of 2,591 during the 2010 census?",St.George,1,
1306,Are Greater Swiss Mountain Dog and Harrier both dog breeds?,yes,1,
1467,"What actress portrayed Rachel Green on the sitcom ""Friends"" and starred in the movie ""She's Funny That Way""?",Jennifer Aniston,1,
875,"Whose native growing land is more south, Beech or Daviesia?",Daviesia,1,
3181,"Annapolis Junction is located in what county named after  the wife of Cecilius Calvert, 2nd Baron Baltimore?","Anne Arundel County, Maryland",1,
169,This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire?,Roman,0,"The answer 'roman' is incorrect because the question asks which empire conquered southeastern Britain after the Celtic ruler. The correct answer should be 'Roman Empire', not just 'roman', and the question is about who conquered, not who ruled prior."
1024,"What is the name of this suburb within the Central Coast Council local government area, where Tessa, of Microwave Jenny, grew up?","Umina Beach, New South Wales",1,
3352,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia,1,
3422," What team does the oldest son play for, from the family whose middle son plays for the Chicago Bulls and the mother and father and third son all played basketball.",Finland national football team,0,"The question refers to the Lauri Markkanen family. The oldest son, Eero Markkanen, plays for the Finland national football team, but the question is about basketball, and the answer does not clarify the connection. The answer is technically correct for Eero, but the context is ambiguous, so clarification is needed."
2397,"Which refers to more breeds, Stabyhoun or Griffon Bruxellois?",Griffon Bruxellois,1,
2945,Where did the genre of the Chapter Dos: On the Verge album originate? ,the Dominican Republic,0,"The genre of 'Chapter Dos' on the 'Verge' album is not specified, but if referring to the band Aventura's 'Chapter Dos' album, the genre is Bachata, which originated in the Dominican Republic. However, 'Verge' is an album by Owl City, which is not related to Bachata or the Dominican Republic. The answer does not match the context of 'Verge' album."
1026,Which Karakoram mountain is higher: Distaghil Sar or The Crown,Distaghil Sar,1,
3071,"Which film was released first, The Celluloid Closet or Station to Station?",The Celluloid Closet,1,
883,M.F.A. starred the actress known for starring in what E! reality series?,Mrs. Eastwood & Company,1,
3488,Who is the father of the Prince in which William Joseph Weaver is most famous for painting a full length portrait of?,George III,1,
370,What type of media does Bitter Jester and Sicko have in common?,documentary,0,"'Bitter Jester' is a documentary, but 'Sicko' is also a documentary. The answer is correct in that both are documentaries. However, the question is ambiguous as 'Bitter Jester' is less well-known, but based on available information, both are documentaries. Therefore, the answer should be correct. (Correction: The answer is correct, so the score should be 1.)"
633,What Australian beer is a British style pale ale whose label features a character conceived in 1926? ,Ballarat Bitter is a 4.9% (abv) Australian beer,0,"The answer does not mention the character conceived in 1926, which refers to 'Cooper's Sparkling Ale' with the 'Dr. Tim' character, or more accurately, 'Tooheys Old' with the 'Old Man' character. Ballarat Bitter is not known for a label featuring a character conceived in 1926, nor is it specifically a British style pale ale."
471,In what field does the firm at which Claudio Fernández-Aráoz was a currently a senior adviser offers services?,"Executive Search, Board Consulting",1,
73,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,1,
1706,Are Prológica CP-400 and Atari ST both personal computers?,yes,1,
2216,"What IBF Light Flyweight Championship winner was related to the Mexican boxer born on May 28, 1986 in Mexico City?",Ricardo “El Finito” López Nava,0,"Ricardo 'El Finito' López Nava is not related to a Mexican boxer born on May 28, 1986, in Mexico City. The boxer born on that date is Juan Francisco Estrada, and there is no known familial relation between him and Ricardo López."
1774,Stockely Webster has paintings hanging in what home (that serves as the residence for the Mayor of New York)?,Gracie Mansion,1,
938,"In regards to Value premium an expert argued that no value premium exisits, what did this expert found?",The Vanguard Group,0,"The answer 'vanguard group' is not a finding, but the name of a company. The question asks what the expert found regarding the value premium, not who the expert was."
2627,"Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?",One Magic Christmas,1,
1981,"The director of American crime film, Secret of the Chateau, was known to work at which company?",Metro-Goldwyn-Mayer,0,"'Secret of the Chateau' (1934) was directed by Richard Thorpe, who was known for working at Universal Pictures at the time, not Metro-Goldwyn-Mayer (MGM)."
594,What type of engine powered both the Saab 36 and the Avro Vulcan?,British Bristol Olympus turbojet,1,
389,Which lead actor/actress in War Chhod Na Yaar has also acted in Bengali and English-language films?,Soha Ali Khan,1,
1878," Is it correct to state that Tetrapanax is an evergreen shrub as opposed to Hippophae which is a genus of sea buckthorns, a deciduous shrub?",yes,1,
450,What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr.,1,
2545,"Which of the songs that outperformed ""Drive"" was most successful in the United States?","""Losing My Religion""",1,
2283,In what city is the football club that Robin Himmelmann is a goalkeeper for based?,Hamburg,1,
2056,Do tennis players Kathy Jordan and Sergi Bruguera have the same nationality?,no,1,
197, Robert Smith founded the multinational company headquartered in what city?,"Golden Valley, Minnesota,",0,"Robert Smith is the founder of Vista Equity Partners, which is headquartered in Austin, Texas, not Golden Valley, Minnesota. Golden Valley is the headquarters of General Mills, not a company founded by Robert Smith."
3133,Wilm Hosenfeld assisted the pianist and composer of what nationality survive during 1944?,Polish,1,
111,"Over how many centuries were the ""dwelling place of the dead"" built?",three centuries,0,The question is too vague to be answered definitively as it does not specify which culture or civilization's dwelling places of the dead are being referred to. The answer 'three centuries' is not universally correct.
3487,Willi Forst and Brian Robbins are both what?,"actor, screenwriter, film director, film producer",0,"Willi Forst was an Austrian actor, screenwriter, film director, and producer. Brian Robbins is primarily an actor, director, and producer, but not known as a screenwriter. The answer is not fully accurate for both individuals."
1025,"What ""God Gave Me You"" artist wrote the song ""Imagine That"" for Diamond Rio?",Bryan Shelton White,0,"The song 'Imagine That' recorded by Diamond Rio was written by Bryan White, Derek George, and John Tirro. 'Bryan Shelton White' is not the correct full name of the songwriter; the correct name is Bryan White. Also, the question is about the song 'Imagine That,' not 'What God Gave Me.'"
2629,What prominent Soviet director worked frequently with Composer Isaak Dunayevsky?,Grigori Vasilyevich Aleksandrov,1,
1040,Finally includes the song that peaked at what on the US Hot 100,number five,1,
1504,Where is the city that Ingrida Ardišauskaitė was born in located in Lithuania?,a city in north-east Lithuania.,1,
710,"After David Stern retired from being commissioner of the NBA, this american lawyer and businessman succeed him and is now the current commissioner who is he?",Adam Silver,1,
978,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,0,"Scott Adkins played Luc Deveraux in 'Universal Soldier: Day of Reckoning', but he did not appear in Holby City, Doctor Strange, The Bourne Ultimatum, or Zero Dark Thirty. The actor who fits those credits is Michael Smiley, but he did not play Luc Deveraux. Therefore, the answer is incorrect."
2640,"Many right wing WNP were  connected to a clandestine operation ran by a ""stay-behind""  operation ran by what organization?",NATO,1,
887,"who were James Hill and John Vereker, 6th Viscount Gort officers for?",British Army,1,
1982,What genre of music is Adnan Sami noted for playing on the piano created through a trapezoid-shapped hammered dulcimer?,Indian classical music,0,"Adnan Sami is noted for playing Indian classical and popular music on the piano, but the hammered dulcimer (trapezoid-shaped) is a different instrument, not the piano. The answer confuses the instrument played."
